clerSurn	clerFore
Rigge	Clemens
Rigge	Clement
Rigge	Edmund
Rigge	Georgius
Rigge	Henricus
Rigge	Richard
Rigges	Brian
Rigges	Charles
Rigges	Edw.
Rigges	Edward
Rigges	Edwardus
Rigges	Henricus
Rigges	Henry
Riggesby	Thomas
Riggs	Brianus
Riggs	George
Riggs	Henricus
Riggs	Henry
Riggs	Jonathan
Riggs	Richard
Righmond	Wyllelmus
Righolds	
Right	Aurthur
Righton	Johannes
Righton	Thomas
Rigs	James
Rigway	Thomas
Rigwaye	Willimus
Rikeroy	William
Riland	Jacobus
Riland	Johannes
Riland	John
Riland	Richard
Riland	Richard Biss
Riland	Richard Bisse
Riland	Richardus
Riland	William
Rilane	Johannes
Rilay	Nicholaum
Rile	Carolus
Rile	Henricus
Rileus	Thurstannus
Riley	
Riley	Christopher
Riley	Edmund
Riley	Edward
Riley	Isaac
Riley	Johannes
Riley	John
Riley	Joseph
Riley	Nicolaus
Riley	not given
Riley	Richard
Riley	Robertus
Riley	Thomas
Riley	Thurstanus
Riley	Tristram
Riley Bathwood	William
Rilie	Christopherus
Rillston	Jacobus
Rillston	Johannes
Rilson	Thomas
Rilston	Edward
Rilston	Jacobus
Rilston	James
Rilston	Johannes
Rilstone	Jacobus
Rilstone	Johannes
Rilstone	unknown
Rilye	Thurstan
Riman	blank
Riman	William
Rimbron	Thomas
Rimer	Franc
Rimer	Francis
Rimes	Gul:
Rimes	Gulielmus
Rimes	William
Rimington	Franciscus
Rimington	Henry
Rimmington	Alexander
Rimmington	Franciscus
Rimsford	Robert
Ring	Georgius
Ring	Gulielmus
Ring	Nehemiah
Ring	Nehemiah (same)
Ring	Richard
Ring	Richardus
Ring	Robertus
Ring	Robertus
Ring	Thomas
Ringar	Thomas
Ringdall	John
Ringe	Anthonii
Ringe	Anthonius
Ringe	Geor.
Ringe	George
Ringe	Georgius
Ringe	Gulielmus
Ringe	Johannes
Ringe	John
Ringe	Robart
Ringe	Robert
Ringe	Robertus
Ringe	Tho:
Ringe	Thomas
Ringe	William
Ringe	Willmus
Ringer	Henry
Ringer	Thomas
Ringrose	Johannes
Ringsted	Franciscus
Ringsteed	Franciscus
Ringwood	Arthurus
Ringwood	Hugo
Ringwood	Walter
Ringwood	Walterus
Ringwoodd	Arthurus
Ringwoode	Thomas
Ringwoode	Walterus
Rinnell	Thomas
Rinntin	Theophilus
Rinsdale	Johannes
Rinsdale	unknown
Rinsdall	Johannes
Rio	Johannes
Rioton	Radulphus
Ripley	
Ripley	Johannes
Ripley	Luke
Ripley	Thomas
Ripley	Thomas Hyde
Ripley	unknown
Ripling	Charles
Ripling	John
Ripon	Phil.
Rippax	John
Rippengall	Stephen Frost
Rippingale	Stephen Frost
Rippingall	Johannes
Rippingall	John
Rippingall	Stephen Frost
Rippington	Radulphus
Rippley	Roland
Rippley	Thomas
Rippon	Guilielmus
Rippon	John
Rippon	Thomas
Rippon	Willimus
Ripton	Radulphus
Ripton	Rodulphus
Ris	James
Risbey	Robertus
Risbie	Thomas
Risbury	Nathanael
Risden	illegible
Risden	Thomas
Risdon	Anthonius
Risdon	Anthony
Risdon	Antonius
Risdon	Johannes
Risdon	John
Risdon	not given
Risdon	Oigerus
Risdon	Thomas
Risdon	Will
Risdon	Willimus
Rise	Johannes
Rise	Lewis
Rise	Lodovicus
Rise	Maurice
Rise	Richard
Rise	Rogerus
Rise	Thomas
Risedon	Edwardus
Risedon	Johannes
Risedon	Oigerus
Riseing	Thome
Riseley	John
Riseley	Richardus
Riselye	Edwardus
Rishardson	Philippus
Rishbroke [= Rushbrooke, etc]	William
Risheton	Edwardus
Risheton	Georgii
Rishton	Edvardi
Rishton	Edvardo
Rishton	Edvardus
Rishton	Edward
Rishton	Edwardus
Rishton	Francis
Rishton	Franciscum
Rishton	Frauncis
Rishton	Galfridi
Rishton	Galfridus
Rishton	George
Rishton	Georgius
Rishton	Henricus
Rishton	Johannes
Rishton	Willmus
Rising	Richard
Risley	Edwardus
Risley	John
Risley	John jnr
Risley	Richardus
Risley	Robert
Risley	Thomas
Risley	William Cotton
Risly	Robertus
Rislye	Robert
Riston	Bartholomew
Risworth	Thomas
Ritch	Petrus
Ritch	Philippus
Ritch	Robertus
Ritche	Petrus
Ritche	Philippus
Ritche	Thomas
Ritche	William
Ritchemonde	Frauncis
Ritchford	Gulielmi
Ritchie	David
Ritchie	Robert
Ritchie	Robertus
Ritchinson?	Thomas
Ritchmond	Johannes
Rith	Samuel
Rithe	Jhoannes
Rithe	Johannes
Rithe	John
Rither	Thomas
Ritschel	Georgius
Ritschel	Johannes
Ritschell	Johannes
Ritschill	Georgius
Ritson	Bartholomew
Ritson	John
Ritson	Joseph
Ritson	Josephus
Ritson	Josias
Ritson	Thomas
Ritson	unknown
Ritt	Henricus
Rittson	John
Rival	Ludovicus
Rival	Petrus
Rivalier	Claudius
Rive	----
Rive	Edmundus
Rive	not given
Rivel	
Riveley	Benjamin
Riven	John Hardy
Rivers	
Rivers	Blank
Rivers	Frances
Rivers	Francis
Rivers	Henry
Rivers	Henry, Sir
Rivers	Johannes
Rivers	Peter
Rivers	Peter (Sir)
Rivers	Peter, Sir
Rivers	Sir Peter
Rivers	Thomae
Rivers	Thomas
Rivers	Thome
Rives	
Rives	Brian
Rives	Bruen
Rives	Brunid
Rives	Brunus
Rives	Georgius
Rives	Johannes
Rives	not given
Rives	Robert
Rives	Robertus
Rivet	Henricus
Rivet	Jonas
Rivet	Timotheus
Rivett	
Rivett	Carolus
Rivett	Henry
Rivett	John
Rivett	Thomas
Rivett	Timotheus
Rivett	Timothy
Riviere	Antonius
Rivington	Francis
Rivington	Franciscus
Rix	blank
Rix	George
Rix	Henricus
Rix	Henry
Rix	John
Rix	Robert James
Rixamor	(blank)
Rixe	William
Rixman	Johannes
Rixman	John
Rixton	Radolphus
Riyly	Milo
Ro	Soellus
Roach	James
Roach	Peter
Roach	Peter Henry
Roach	Richardus
Roach	William
Road	Edovardus
Road	Jonathan
Road	Joseph
Road	Thomas Frederick
Roade	Christopher
Roade	Christopher
Roade	John
Roader	Robertus
Roades	George
Roades	Johannes
Roades	Jospeh
Roades	Radulph
Roades	Robertus
Roades	Willmus
Roads	George
Roads	John
Roane	Humfrey
Roase	Seth
Rob???	Hugo
Robardes	Gulielmus
Robardes	Thomas
Robart	Thomas
Robartes	
Robartes	Humfrye
Robartes	Johannes
Robartes	William
Robartes alias Miller	John
Robarts	Francis
Robarts	Hugo
Robarts	Hugonis
Robarts	Johannes
Robarts	John
Robarts	Ludovicus
Robarts	Rics
Robarts	Thomas
Robartus	Wilhelmus
Robatus	Robte
Robbins	Franciscus
Robbins	George
Robbins	Gualterus
Robbins	Gul:
Robbins	Jacobus
Robbins	Joh'es
Robbins	Johannes
Robbins	John
Robbins	Joseph
Robbins	Samuel
Robbins	Stephanus
Robbins	Thomas
Robbins	Thomas
Robbins	Walter
Robbins	Walterus
Robbins	William
Robbins	Willimus
Robbinson	Richardus
Robbinson	Thomas
Robbyns	Henricus
Robe	Francis William
Robe	Jacobi
Robe	Laurencius
Robe	Robertus
Robely	William
Robens	Willimus
Robenson	Robert
Robenson	William
Roberde	Edwardus
Roberdes	Gregorius
Roberdes	Gregory
Roberdes	John
Roberdes	Martinus
Roberdes	not given
Roberdes	Thomas
Roberds	Gregorius
Roberds	Guilielmus
Roberds	Theorphilies
Roberds	Will
Roberds	William
Roberds	Willimus
Roberson	Hammond
Roberson	John
Roberson	William Henry Mancrieff
Robert	Alfred
Robert	Edvardus
Robert	Henry
Robert	Jacobus
Robert	Jonas
Robert	Nicholai
Robert	Robert
Robert	Thomas
Robert	Thompson
Robert	William
Roberte	Johannes
Robertes	
Robertes	David
Robertes	Davidus
Robertes	Edmundus
Robertes	Elizeus
Robertes	Elliceus
Robertes	Evanus
Robertes	Francis
Robertes	Fulco
Robertes	Fulcones
Robertes	George
Robertes	Georgius
Robertes	Griffin
Robertes	Griffinus
Robertes	Griffith
Robertes	Gruitimus
Robertes	Gulielmus
Robertes	Heironimus
Robertes	Henricus
Robertes	Henry
Robertes	Hieronimus
Robertes	Hieronymo
Robertes	Howell
Robertes	Hugh
Robertes	Hugo
Robertes	Humfredus
Robertes	Humfridus
Robertes	Humphredus
Robertes	Humphridus
Robertes	Hunfridum
Robertes	illegible
Robertes	Jacobus
Robertes	Johannes
Robertes	John
Robertes	John
Robertes	Kadwalader
Robertes	Lancelotus
Robertes	Lodovicus
Robertes	Marritius
Robertes	Martinus
Robertes	Maurice
Robertes	Mauritius
Robertes	Michael
Robertes	not given
Robertes	Oliver
Robertes	Oliverus
Robertes	Ralph
Robertes	Ricardus
Robertes	Richard
Robertes	Richardus
Robertes	Robert
Robertes	Stephanus
Robertes	Theodor
Robertes	Theodorus
Robertes	Theophilus
Robertes	Thomas
Robertes	Willelmi
Robertes	William
Robertes	Willimus
Robertes alias Humphreys	Humphredus
Robertes alias Humphreys	Robertus
Robertis	Richardus
Robertis	Thomas
Roberton	Hammond
Roberts	
Roberts	Alexander
Roberts	Alfred
Roberts	Alfred John
Roberts	Alfred William
Roberts	Arthur
Roberts	blank
Roberts	Bryan
Roberts	Cadwallader
Roberts	Carolus
Roberts	Charles
Roberts	Christopher
Roberts	Daniell
Roberts	David
Roberts	Davidis
Roberts	Davidus
Roberts	Edmund
Roberts	Edmundus
Roberts	Edvardus
Roberts	Edward
Roberts	Edwardus
Roberts	Edwrd
Roberts	Eliseus
Roberts	Elizeus
Roberts	Ellizeus
Roberts	Evans
Roberts	Evanus
Roberts	Francis
Roberts	Franciscus
Roberts	Fulk
Roberts	George
Roberts	George
Roberts	Georgius
Roberts	Godfredus
Roberts	Goodman
Roberts	Gregorius
Roberts	Griffinus
Roberts	Griffith
Roberts	Griffith
Roberts	Gruffimus
Roberts	Guilielmus
Roberts	Gulielmus
Roberts	Henricus
Roberts	Henry
Roberts	Howell
Roberts	Hugh
Roberts	hugo
Roberts	Hugonus
Roberts	Humfredus
Roberts	Humphredus
Roberts	illegible
Roberts	J.P.
Roberts	James
Roberts	James Corall
Roberts	James Foulkes
Roberts	James Izod
Roberts	Jer:
Roberts	Jeremiah
Roberts	Johannes
Roberts	Johannes
Roberts	Johanni
Roberts	Johes
Roberts	Johis
Roberts	John
Roberts	John Abraham
Roberts	John Bathrop
Roberts	John Philips
Roberts	John Phillips
Roberts	John Richard
Roberts	John Richards
Roberts	Lancelottus
Roberts	Lancelotus
Roberts	Lewis
Roberts	Lodovicus
Roberts	Ludovicus
Roberts	Marmaducus
Roberts	Marmaduke
Roberts	Matheus
Roberts	Mathewe
Roberts	Maurice
Roberts	Mauriceus
Roberts	Mauricius
Roberts	Mauritius
Roberts	Michael
Roberts	Michaelis
Roberts	Morgan
Roberts	Nathaniel
Roberts	not given
Roberts	Oliver
Roberts	Pearse
Roberts	Peerce
Roberts	Perceus
Roberts	Perseus
Roberts	Peter
Roberts	Philip
Roberts	Philip Bigg
Roberts	Phillip Bigg
Roberts	Radolphus
Roberts	Ralph
Roberts	Richard
Roberts	Richard Arthur
Roberts	Richard Earnshaw
Roberts	Richardus
Roberts	Richis
Roberts	Robert
Roberts	Roberts
Roberts	Robertus
Roberts	Rodolph
Roberts	Rolandus
Roberts	Rowland
Roberts	Sampson
Roberts	Samuel
Roberts	Samuelis
Roberts	Stephanus
Roberts	Theodorus
Roberts	Theophilus
Roberts	Tho
Roberts	Thomas
Roberts	Thomas Aylesbury
Roberts	Thomas Charles
Roberts	Thomas Griffith
Roberts	Thomas Roberts
Roberts	unknown
Roberts	Will
Roberts	William
Roberts	William Hancock
Roberts	William Hayward
Roberts	William Haywood
Roberts	William Henry
Roberts	Willielmus
Roberts	Willimus
Roberts	Willliam
Roberts	Willm
Roberts als Humfreyes	Robert
Robertshaw	Benjamin
Robertshaw	Benjaminus
Robertshaw	Thomas
Robertson	A
Robertson	Abram
Robertson	Alexander
Robertson	Barry
Robertson	blank
Robertson	Charles
Robertson	Ebenezer
Robertson	Edmund
Robertson	Geo
Robertson	George
Robertson	Georgius
Robertson	Jacobus
Robertson	James
Robertson	Johannes
Robertson	John
Robertson	John Cunningham
Robertson	Joseph
Robertson	Love
Robertson	Moses
Robertson	Patricius
Robertson	Ricardus
Robertson	Robert
Robertson	Robertus
Robertson	Thomas
Robertson	Thome
Robertson	unknown
Robertson	William Henry Moncrieff
Robertson	Willielmus
Robertson	Willimus
Robertsone	George
Robertus	Christopherus
Robertus	Ricardus
Robertus	Richardus
Robertus	Richus
Robertus	Woodward
Robertys	Richardus
Robetham	Franciscus
Robie	William
Robin	Thomas
Robins	Not given
Robins	Adamus
Robins	Carolus
Robins	Daniel
Robins	Edward
Robins	Edwardus
Robins	Franciscus
Robins	George
Robins	Georgius
Robins	Gualterus
Robins	Henricus
Robins	Henry
Robins	Jacobus
Robins	Johannes
Robins	John
Robins	Maurice
Robins	Nicholaus
Robins	Nichus
Robins	Richardus
Robins	Robtus
Robins	Sanderson
Robins	Stephani
Robins	Stephanus
Robins	Stephen
Robins	Thomas
Robins	unknown
Robins	Walter
Robins	Will'mus
Robins	William
Robins	Willielmus
Robins	Willimus
Robins	Willmus
Robins	Wills
Robins	Willumus
Robins	Willus
Robins	Wm.
Robinsn	Thomas
Robinson	
Robinson	 John
Robinson	Abelus
Robinson	Adam
Robinson	Aegidius
Robinson	Alexander
Robinson	Allison
Robinson	Anthonius
Robinson	Anthony
Robinson	Arcturus
Robinson	Arthur
Robinson	Arthurus
Robinson	Barnabas
Robinson	Barnardus
Robinson	Barnerdus
Robinson	Bernard
Robinson	Bernardus
Robinson	Bethel
Robinson	Bethell
Robinson	Betrnardus
Robinson	blank
Robinson	Bryan
Robinson	Caleb
Robinson	Chistopher
Robinson	Christopher
Robinson	Christopher Atlay
Robinson	Christopher Thomas
Robinson	Christopherus
Robinson	Christophoro
Robinson	Christophorus
Robinson	David
Robinson	Disney
Robinson	Edmund
Robinson	Edmundus
Robinson	Edvardo
Robinson	Edvardus
Robinson	Edward
Robinson	Edwardus
Robinson	Egidius
Robinson	Eleazar
Robinson	Elisha
Robinson	Francis
Robinson	Franciscus
Robinson	G
Robinson	Gaspar
Robinson	Geo:
Robinson	George
Robinson	George Alington
Robinson	George Arlington
Robinson	George Stamp
Robinson	George Stawp
Robinson	Georgius
Robinson	Giles
Robinson	Gilmore
Robinson	Gilmour
Robinson	Guilielmus
Robinson	Gulielmus
Robinson	Hardy
Robinson	Hastings
Robinson	Heneage
Robinson	Henrici
Robinson	Henrico
Robinson	Henricus
Robinson	Henry
Robinson	Hug:
Robinson	Hugh
Robinson	Hugo
Robinson	Hugonis
Robinson	Humfrey
Robinson	Humfridus
Robinson	Humphridus
Robinson	illegible
Robinson	Isaac
Robinson	Isaac Banks
Robinson	J?
Robinson	Jacobi
Robinson	Jacobus
Robinson	James
Robinson	Jasperus
Robinson	Jeremiah
Robinson	Jno
Robinson	Joannes
Robinson	Joh'es
Robinson	Johannes
Robinson	Johanni
Robinson	Johannis
Robinson	Johes
Robinson	John
Robinson	John
Robinson	John Ellill
Robinson	John Matthews
Robinson	John Travers
Robinson	Jonathan
Robinson	Jonathano
Robinson	Joseph
Robinson	Josephus
Robinson	Joshua
Robinson	Josiah
Robinson	Josias
Robinson	Laurence
Robinson	Laurentius
Robinson	Lawrentius
Robinson	Love
Robinson	Luke
Robinson	Marcus
Robinson	Matheus
Robinson	Mathew
Robinson	Matthaeus
Robinson	Mattheus
Robinson	Matthew
Robinson	Michael
Robinson	Michaelis
Robinson	Needler
Robinson	Nicholas
Robinson	Nicholas Waite
Robinson	Nicholas Wayte
Robinson	Nicholaus
Robinson	Nicolaus
Robinson	not given
Robinson	Peter
Robinson	Philip
Robinson	Philippus
Robinson	Phillip
Robinson	Phillippus
Robinson	Phillipus
Robinson	Phipip
Robinson	Pho:
Robinson	R.B.
Robinson	Radolphus
Robinson	Radulphus
Robinson	Reginaldus
Robinson	Rethell
Robinson	Ricardus
Robinson	Richard
Robinson	Richard Barton
Robinson	Richard George
Robinson	Richardo
Robinson	Richardus
Robinson	Robert
Robinson	Robert Bertie Broughton
Robinson	Roberto
Robinson	Robertus
Robinson	Rodolpus
Robinson	Rowland
Robinson	Samuel
Robinson	Simon
Robinson	Solomon
Robinson	Stapylton
Robinson	Stephen
Robinson	Thomas
Robinson	Thomson
Robinson	Timothy
Robinson	unknown
Robinson	Wiliam
Robinson	Will
Robinson	William
Robinson	William Beauclerk
Robinson	William Henry Moncreiff
Robinson	William Richardson
Robinson	William Scott
Robinson	William Villiers
Robinson	William Woodhouse
Robinson	William Woolhouse
Robinson	Willielmus
Robinson	Willimus
Robinson or Sherborn	John
Robinson Pain	Edward
Robinson Payne	Edw.d
Robinson Payne	Edward
Robinson [sic]	Simon
Robinson, alias Hunt	Thomas
Robinsone	Johannes
Robinsonn	Thomas
Robinsonne	Johannes
Robinsonne	Lancelot
Robinsonne	Thomas
Robley	Gulielmus
Robley	Isaaac
Robley	Isaac
Robley	Isaacus
Robley	Michael
Robley	Willelmus
Robley	William
Robley	Willimus
Roblin	Henricus
Robline	Henricus
Roblins	Henricus
Roblius	Henry
Roborough	
Roborough	Stephanus
Roborough	Stephen
Roboroughe	Henricus
Robotham	Carolus
Robotham	Charles
Robotham	Frances
Robotham	Francis
Robotham	Franciscus
Robotham	Hugh
Robotham	Hugo
Robotham	Jacobus
Robotham	Johannes
Robotham	John
Robotham	not given
Robotham	Oliver
Robotham	Oliverus
Robotham	Ricardus
Robotham	Robert
Robotham	Robert
Robotham	Robertus
Robotham	Robtus
Robotham	Thomas
Robotham	William
Robothame	Robertus
Robothum	Richardus
Robotier	Elias
Robottom	Franciscus
Robourough	Stephanus
Robrough	Henricus
Robrough	Stephanus
Robrough	Stephen
Robroughe	Henricus
Robson	Carolus
Robson	Charles
Robson	Charolus
Robson	Cuthbert
Robson	David.
Robson	Davidus
Robson	Edward
Robson	George
Robson	Guilielmus
Robson	Gulielmi
Robson	Gulielmus
Robson	Hugo
Robson	Jacob
Robson	James
Robson	Jno
Robson	Joh
Robson	Johan
Robson	Johannes
Robson	John
Robson	John Evans
Robson	Josephius
Robson	Josephus
Robson	Kirkbythurne
Robson	not given
Robson	Philippus
Robson	Ralph
Robson	Richard
Robson	Richard Swann
Robson	Robert
Robson	Robertus
Robson	Robson
Robson	Simon
Robson	Simonus
Robson	Stephanus
Robson	Stephen
Robson	Thomas
Robson	Thomas William
Robson	unknown
Robson	William
Robsonn	Gulielmus
Robsonn	William
Robsonne	Richard
Robtes [sic	Stephen
Robttom	William
Robtus	Harison
Robus	Jacobus
Roby	Henrici
Roby	Henricus
Roby	henry
Roby	Johes
Roby	John
Roby	Laurencius
Roby	Laurentius
Roby	William
Robye	Laurencius
Robyn	Edmund
Robyns	
Robyns	Adam
Robyns	Carolus
Robyns	Charles
Robyns	Edwardus
Robyns	Humfrey
Robyns	Johannes
Robyns	John
Robyns	Stephani
Robyns	Thomas
Robyns	William
Robyns	Willielmus
Robynson	Adamus
Robynson	Cutbertus
Robynson	Edmundus
Robynson	Edwardus
Robynson	Francis
Robynson	George
Robynson	Georgius
Robynson	Giles
Robynson	Henricus
Robynson	Henry
Robynson	Humfridus
Robynson	Jacobus
Robynson	James
Robynson	Jasperus
Robynson	Joannes
Robynson	Johannes
Robynson	Johannis
Robynson	John
Robynson	Laurentius
Robynson	Nicolas
Robynson	Nycholas
Robynson	Radolphus
Robynson	Radulphus
Robynson	Ricardus
Robynson	Richard
Robynson	Richardus
Robynson	Roberts
Robynson	Robertson
Robynson	Robertus
Robynson	Thomas
Robynson	William
Robynson	Willielmus
Robynson	Willimus
Robynson alias Robinson	Nicholaus
Robynsone	Johannes
Robyson	Nicholas
Robyson	William
Rob[er]tes	John
Roccartalica	Sebastianus
Roccartarliaca	Sebastian
Roccrey	Edmund
Roch	Carolus
Roch	Gulielmus
Roch	John
Roch	Johnnes
Roch	Jonas
Roch	Josua
Roch	William
Rochblaue	Henry
Rochblave	Petrus
Roche	Cristoferus
Roche	George
Roche	Georgius
Roche	Gwalterus
Roche	John
Roche	Josua
Roche	Robert
Roche	Robertus
Roche	Thomas
Roche	Walterus
Roche	William
Rocheford	Radulphus
Rochell	Richard
Rochell	Richardi
Rochell	Richardus
Rochell	Thomas
Rochens	Walter
Rochester	Eduardus
Rochester	Edward
Rochester	Edwardus
Rochester	George
Rochester	Joh:
Rochester	Johannes
Rochester	John
Rochester	Maurice
Rochester	Nicholas
Rochester	NOT GIVEN
Rochester	Robertus
Rochester	Thomas
Rochester	Walker,
Rochford	
Rochford	Joseph
Rochford	Radulphus
Rochius	Franciscus Jacobus
Rock	Jacobus
Rock	Johannes
Rock	Ricardus
Rock	Richard
Rock	Richardus
Rock	Thomas
Rock	Thomas
Rockcliff	Morton
Rockcliffe	Arthur
Rockcliffe	Francis
Rocke	Jacobus
Rocke	James
Rocke	Johannes
Rocke	John
Rocke	Richard
Rocke	Richardus
Rocke	Robertus
Rocke	Thomas
Rocke	Willielmus
Rockell	Thomas
Rockeram	illegible
Rockerey	Edmund
Rockerey	Edward
Rockerie	Edmund
Rocket	Dudley
Rockett	Caleb
Rockett	Dudley
Rockett	Dudley, junr.
Rockley	Richardo
Rockley	Richardus
Rockley	Thomas
Rockley	William
Rockliffe	Arthur
Rockliffe	Francis
Rockreum	Edmondum
Rockrey	Edmund
Rocque	John
Rocton	Edwardus
Rod	Johannes
Rodbard	W.
Rodbard	William
Rodber	William Johnson
Rodberde	William
Rodbert	Willimus
Rodborough	Stephen
Rodborrowe	Not Given
Rodd	Charles
Rodd	Henry Tremayne
Rodd	Johannes
Rodd	John
Rodd	Thomas
Roddam	Douglas
Roddam	Robert
Roddam	Robertus
Rodde	unknown
Rodde	William
Rodden	Robertus
Rodden	Thomas
Rodderick	Richardus
Roddericke	Peirce
Roddericke	Richardus
Roddick	John Tole
Roddin	Thomas
Roddon	Edvardus
Rode	Franciscus
Rode	Henry
Rode	Johannes
Rode	Thomas
Rode	WIlliam
Roden	Luke
Roden	William
Roderich	Richard
Roderick	Carolus
Roderick	Charles
Roderick	David
Roderick	Peirce
Roderick	Piers?
Roderick	Ricardus
Roderick	Richard
Roderick	Richardi
Roderick	Richardus
Roderick	Thomas
Rodericke	Charles
Rodericke	Peirce
Rodericke	Peirce
Rodes	Abraham
Rodes	Edwardus
Rodes	Francis
Rodes	Franciscus
Rodes	George
Rodes	Jacobus
Rodes	Jo:
Rodes	Johannes
Rodes	Johes
Rodes	John
Rodes	Jona
Rodes	Joseph
Rodes	Jospeh
Rodes	Radus
Rodes	Ralph
Rodes	Ralphe
Rodes	Ricardus
Rodes	Richard
Rodes	Robert
Rodes	Timotheus
Rodgers	Charles Eboral
Rodgerson	John Butler
Rodham	Robertus
Rodick	John Tole
Rodley	Johannes
Rodmell	John
Rodney	Henry
Rodney	Spencer
Rodwell	John Meadows
Rodwell	John Medows
Rodwell	Josiah
Rodwell	Robert
Rodwell	Thomae
Rodwell	Thomas
Roe	
Roe	Bold
Roe	Bould
Roe	Cheney
Roe	Cheyneus
Roe	George
Roe	Georgius
Roe	Guilielmus
Roe	Gulielmus
Roe	Humfrey
Roe	Jacobus
Roe	James
Roe	Johannes
Roe	Johannis
Roe	John
Roe	Jonathan
Roe	Jonathanus
Roe	Josephus
Roe	Leonard
Roe	Martin
Roe	Nicholaus
Roe	Richard
Roe	Richardus
Roe	Robert
Roe	Robert
Roe	Roger
Roe	Samuel
Roe	Samuel
Roe	Samul
Roe	Stephen
Roe	Thomas
Roe	Thomas Turner
Roe	unknown
Roe	William
Roe	William
Roe	Williamus
Roe	Willielmus
Roe	Willimus
Roeblethwaite	Joh
Roebuck	Johannes
Roebuck	Joseph
Roehampton	Robertus
Roel	Petrus
Roell	Isaaci
Roet	Isaac
Roet	Isaacus
Roeun	James
Rofye	John
Rog'son	Johannes
Rog'son	Willhelmus
Rogatt	William
Roger	Francis
Roger	John
Roger	Laurence
Roger	Marianus
Roger	Ralph
Roger	Richard
Roger	Richardus
Roger	Thomas
Roger	William
Roger	Willimus
Rogeres	Evanus
Rogeres	Johannes
Rogerley	George
Rogers	
Rogers	*
Rogers	--
Rogers	Aaron
Rogers	Alexander
Rogers	Ambrosius
Rogers	An:
Rogers	Andreas
Rogers	Anthonius
Rogers	Anthony
Rogers	Antonius
Rogers	Arthedea
Rogers	Arthur
Rogers	Benjamin
Rogers	Benjaminus
Rogers	blank
Rogers	Brian
Rogers	Charles
Rogers	Christoferus
Rogers	Christopher?
Rogers	Christopherus
Rogers	Daniel
Rogers	Daniel?
Rogers	Edmund
Rogers	Edr'us
Rogers	Eduardus
Rogers	Edvardus
Rogers	Edward
Rogers	Edward Lorance Raymond
Rogers	Edwardus
Rogers	Eli
Rogers	Ezeckiel
Rogers	Ffranciscus
Rogers	Fran (sic)
Rogers	Fran'cus
Rogers	Fran.
Rogers	Franc
Rogers	Francis
Rogers	Francis Cooke
Rogers	Francisci
Rogers	Franciscus
Rogers	Gabriel
Rogers	Galfridus
Rogers	George
Rogers	George Bordieu
Rogers	George Bourdieu
Rogers	George Henvill
Rogers	George Henville
Rogers	George Henwill
Rogers	Georgius
Rogers	Gualter
Rogers	Guilelmus
Rogers	Guilielmus
Rogers	Gulielmus
Rogers	Guliemi
Rogers	Guliemus
Rogers	Gulus
Rogers	Hanameell
Rogers	Hen:
Rogers	Henr
Rogers	Henricus
Rogers	Henry
Rogers	Henry Hody
Rogers	Hugh
Rogers	Jacob
Rogers	Jacobus
Rogers	James
Rogers	Joannes
Rogers	Joh
Rogers	Johanes
Rogers	Johannes
Rogers	Johes
Rogers	John
Rogers	John Methuen
Rogers	Joshua
Rogers	L.
Rogers	Laurence
Rogers	Laurentius
Rogers	Lewis
Rogers	Matheus
Rogers	Mathew
Rogers	Mattheus
Rogers	Matthew
Rogers	Michael
Rogers	Morganus
Rogers	Nathanielis
Rogers	Nehem
Rogers	Nehemia
Rogers	Nehemiae
Rogers	Nehemiah
Rogers	Nehemias
Rogers	Nic
Rogers	Nich:
Rogers	Nicholas
Rogers	Nicholaus
Rogers	Nichus
Rogers	Nicolas
Rogers	nil
Rogers	not given
Rogers	Peter
Rogers	Peterus
Rogers	Petrus
Rogers	Philip
Rogers	R.C
Rogers	Ralph
Rogers	Raymond Edward Lorance
Rogers	Raymond Lorrance Edwards
Rogers	Ric
Rogers	Ricardi
Rogers	Ricardus
Rogers	Richard
Rogers	Richard
Rogers	Richard Colmer
Rogers	Richardus
Rogers	Richus
Rogers	Ricus
Rogers	Rob
Rogers	Rob'tus
Rogers	Rob:
Rogers	Robert
Rogers	Robert Green
Rogers	Robert Vashion
Rogers	Robert Vashon
Rogers	Robertus
Rogers	Robt.
Rogers	Roger
Rogers	Rogerus
Rogers	Ruf
Rogers	Rufus
Rogers	Rychard
Rogers	Saint John
Rogers	Sam:
Rogers	Sampson
Rogers	Sampsonus
Rogers	Samuel
Rogers	Samueles
Rogers	Samuelis
Rogers	Simon
Rogers	Simons
Rogers	St. John
Rogers	St.John
Rogers	Symon
Rogers	Thomam
Rogers	Thomas
Rogers	Thomas Cooke
Rogers	Thomas Ellis
Rogers	Thomas Oliver
Rogers	Thome
Rogers	Timotheus
Rogers	Timothy
Rogers	unknown
Rogers	Vincent
Rogers	Vincent?
Rogers	Walter
Rogers	Walterus
Rogers	Will
Rogers	Willelmus
Rogers	William
Rogers	Williamus
Rogers	Willielmus
Rogers	Willimi
Rogers	Willimo
Rogers	Willimus
Rogers	Zach
Rogers	Zacharia
Rogers	Zacharias
Rogers	Zacharie
Rogerson	Carolus
Rogerson	Christopher
Rogerson	Christopherus
Rogerson	Cristoferus
Rogerson	Ephraim
Rogerson	Gulielmus
Rogerson	James
Rogerson	James Jardine
Rogerson	Joannes
Rogerson	Johannes
