clerSurn	clerFore
Rogerson	Johanni
Rogerson	John
Rogerson	John
Rogerson	John Butler
Rogerson	John Butlet
Rogerson	Joseph
Rogerson	Robert
Rogerson	Robertus
Rogerson	Rogerus
Rogerson	Thomas
Rogerson	unknown
Rogerson	William
Rogerson	Willimus
Rogerson	Willmus
Rogersonne	Thomas
Rogerston	Christopherus
Rogeru'	Robert
Rogerus	Robertum
Rogerus	Willelmus
Roget	John
Roggers	Samuel
Roghkbie	Johannes
Roghton	Johannes
Rogierson	Christopherus
Rogins	unknown
Rogson	Joannes
Rogue	Marianus
Rogue	Martianus
Roibrooks	Richardus
Roide	Ranulphus
Roile	Nathanael
Roise	Johannes
Roissit	Joshu
Rokbye	Willimus
Roke	blank
Roke	Richardus
Roke	Robert
Roke	Robertus
Roke	William
Roke	Willimus
Rokeby	Johannes
Rokeby	Thomas
Rokes	Christoferus
Rokes	Christophorus
Rokes	Robert
Rokett	Johannes
Rol**	Richardus
Roland	Guilielmus
Roland	Hugo
Roland	John
Rolands	John
Rolandson	Arthur
Rolandson	Arthurus
Rolandson	Edward
Rolandus	Guilielmus
Rolei	William
Roles	not given
Roles	William
Roleston	Edward
Roleston	Michael
Roley	Edward
Roley	William
Roleye	Willimus
Rolf	Christopherus
Rolf	Hugh
Rolf	Hugo
Rolf	Jacobus
Rolf	Johannes
Rolfe	Aug:
Rolfe	Augustine
Rolfe	Augustinius
Rolfe	Augustinus
Rolfe	Charles
Rolfe	Charles
Rolfe	Edmund
Rolfe	Edmund Nelson
Rolfe	George Crabb
Rolfe	George Crabbe
Rolfe	Guilielmus
Rolfe	Gulielmus
Rolfe	Henry
Rolfe	Hugh
Rolfe	Hugo
Rolfe	Johannes
Rolfe	John
Rolfe	Richard
Rolfe	Robert
Rolfe	unknown
Rolfe	Waters
Rolfe	Willielmus
Rolfe	Willm
Rolfe	Willmus
Rolff	Johannes
Rolff	William
Rolffe	Willelmus
Rolinson	Jacobus
Rolinson	Ranulphus
Rolinson	Richardus
Rolinson	Willhelmus
Roll	Gabriel
Rolland	Franciscus
Rolland	Henricus
Rolland	Johannes
Rolle	Edward
Rolle	Gabriel
Rolle	Gabriell
Rolle	Richardus
Rolle	Robertus
Rolle	Thomas
Rolle	unknown
Rolle	Willimus
Rollenson	Franciscus
Rollerson	Henricus
Rolles	
Rolles	Beniaminus
Rolles	Gulielmus
Rolles	Richardus
Rolles	Robert John
Rolles	Samuelis
Rolles	William
Rolles	Willimus
Rolleson	illegible
Rollesten	Samuel
Rolleston	George
Rolleston	Godfridus
Rolleston	Jesus
Rolleston	John
Rolleston	not given
Rolleston	Saml.
Rolleston	Samuel
Rolleston	Samuelis
Rolleston	Samuelus
Rollestone	Samuel
Rolleyson	Henricus
Rollfe	John
Rollo	blank
Rollo	George
Rollo	Gulielmus
Rollo	William
Rolloand	Petrus
Rollock	Petrus
Rollocke	Robert
Rollocke	Robertus
Rolloe	Gulielmus
Rollrs	Gulielmus
Rolls	Edward
Rolls	George
Rolls	Henry
Rolls	Robertus
Rolls	Samuel
Rolls Junior	Henry
Rollston	Edward
Rollston	Michael
Rolph	Joseph
Rolphe	Augustinus
Rolson	Edward
Rolson	Richard
Rolston	Edw
Rolston	Edward
Rolston	Edwardus
Rolston	Willelmo
Rolt	
Rolt	Edvardus
Rolt	John
Rolt	Samuel
Rolt	Samuelis
Rolt	Steph.
Rolt	Stephanus
Rolt	Stephen
Rolt	Thomas
Rolum?	Johes
Rolye	Edward
Rolynster	
Romaine	William
Roman	Eadwardus
Roman	Edvardus
Roman	Edward
Roman	William
Roman	Wm
Roman	Wm.
Romayne	Edmundus
Romayne	Mattheus
Romayne	Matthew
Romayne	Thomas
Rombald	Edrus
Romball	
Rombellowe	Johannes
Rombelow	Georgius
Rombelowe	Georgius
Rome	Gul.
Rome	Gulimus
Romilly	Joseph
Romley	Gulielmo
Romley	Gulielmus
Romley	John
Romley	William
Romney	Francis Henry
Romney	Johannes
Romney	John
Romney	Joseph
Romney	Marcus
Romney	not given
Romney	Robert
Romney	Robertus
Romsay	William
Romsbothom	Gulielmus
Romsey	Thomas
Romswinckell	Johannes Hermann
Romswinckell	John Herman
Ronckorne	Thomas
Roncorn	Thomas
Roncorn	Willhelmus
Roncorn	Willmus
Roncorne	Thomas
Roncorne	Willmus
Rondeau	Jacobus
Rondell	Anthony
Rondell	Johannes
Rondell	Johes
Rondell	Philippus
Rondell	Willimus
Ronds	Richardus
Rone	Humfrie
Roniger	Michael
Ronnsevall	Silvester
Rontree	not given
Ronyger	Michael
Ronynger	Michael
Roo	Johannes
Roo	John
Roo	Robert
Roo	Robertus
Roo	Roger
Roo	Willelmus
Roo	Wyllelmum
Rood	Eduardus
Rood	Edwardus
Rood	Timothy
Roode	Eduardus
Roode	Edward
Roode	Edwardus
Roode	Ranulphus
Roodes	Christopher
Roodes	Edwardus
Roods	Edw:
Roods	Edwardus
Roodys	Edward
Rooe	Leonardus
Rooe	Willimus
Roofe	Daniel
Rook	
Rook	John
Rook	Robert
Rook	Robertus
Rookby	Thomas
Rooke	Edwardus
Rooke	George
Rooke	George Henry
Rooke	Georgio Henrico
Rooke	Georgius Henricus
Rooke	Guilielmus
Rooke	Gulielmus
Rooke	Johannes
Rooke	John
Rooke	Joseph
Rooke	not given
Rooke	Robert
Rooke	Robert, junr.
Rooke	Roberti
Rooke	Robertus
Rooke	Thomas
Rooke	William
Rooke	Willimus
Rooke	Willmus
Rooke	Zachaeus
Rooke	Zacheus
Rookeby	not given
Rookeby	Thomas
Rooker	Willimus
Rookes	Charles
Rookes	Christofer
Rookes	Christoferus
Rookes	Christopher
Rookes	Christophorus
Rookes	Edrus
Rookes	Edward
Rookes	George
Rookes	Georgius
Rookes	Gulielmus
Rookes	Henricus
Rookes	Jonas
Rookes	Robert
Rookes	Thomas
Rookes	William
Rookesbye	Christoferus
Rookewood	Thomas
Rookewoode	Thomas
Rookin	Henry
Rooks	Chistopher
Rooks	Christopher
Rooks	Thomas
Rookwood	William
Rooleye	Willimus
Roooke (sic!)	Edru
Roookes	Thomas
Roop	John
Roope	Allen Collin
Roope	John
Rooper	John
Rooper	Mark
Rooper	Thomas Richard
Rooper	William
Rooper	William Henry
Roos	Gul.
Roos	Johannes
Roos	Richard
Roos	Thomas
Roos	Wollfridus
Roose	Gul.
Roose	Wilhelmus
Roose	Willyam
Roosse	Ricardus
Root	Ricardus
Root	Richardus
Roote	Henry
Roote	Johannes
Rootel	Jo:
Rootes	Edmund
Rootes	Franciscus
Rootes	Gulielmus
Rootes	Nicholas
Rootes	Nicholaus
Rootes	Nicolaus
Rootes	Richard
Rootes	Richardus
Rootes	William
Rootes	Willielmus
Rooth	Johannes
Rooth	John
Roots	
Roots	Edward
Roots	Gulielmus
Roots	Richard
Roots	Richardus
Roots	William
Rope	Johannes
Rope	William
Roper	Christoferus
Roper	Cuthbertus
Roper	Francis
Roper	Franciscus
Roper	Henricus
Roper	Henry
Roper	Jno Riddall
Roper	Johannes
Roper	John
Roper	John Riddall
Roper	Joseph
Roper	Josephi
Roper	Josephus
Roper	Ricardus
Roper	Richardus
Roper	Robert
Roper	Robertus
Roper	Tho
Roper	Thomas
Roper	Thomas Alex
Roper	Thomas Alexander
Roper	unknown
Roper	Willelmi
Roper	William
Roques	Johanes
Roques	Johannes
Rorke	Richard
Rorke	Thomas
Rorkerey	Edmundus
Rorsley	Richard
Ros	Alexander
Ros	Willelmus
Ros*	George
Rosall	Christoferus
Rosbury	Nathanael
Roscowe	Willimus
Rosdaile	Christopherus
Rosdale	Christopher
Rosden	Joseph
Rosdew	Joseph
Rose	
Rose	Adamus
Rose	Alexander
Rose	Caleb
Rose	Calebus
Rose	Carolus
Rose	Charles
Rose	Christopherus
Rose	Daniel Warner
Rose	edmund
Rose	Edmundus
Rose	Francis
Rose	George
Rose	Gulielmus
Rose	H.J.
Rose	Henricus
Rose	Henry
Rose	Henry John
Rose	Hugh
Rose	Hugh James
Rose	Hugo
Rose	Hyla Holden
Rose	illegible
Rose	James
Rose	Johanes
Rose	Johannem
Rose	Johannes
Rose	Johannis
Rose	John
Rose	Jonathan
Rose	Jonathanus
Rose	Jonothanus
Rose	Joseph
Rose	Joseph Patten
Rose	Josephus
Rose	Matheus
Rose	Nicholas
Rose	Not given
Rose	Patricius
Rose	Patrick
Rose	Patrricius
Rose	Petrus
Rose	Ricardus
Rose	Richard
Rose	Robert
Rose	Robert
Rose	Robertus
Rose	Robtus
Rose	Rose
Rose	Sam.
Rose	Samuel
Rose	Seth
Rose	Sethus
Rose	Steph:
Rose	Stephanus
Rose	Stephen
Rose	Steven
Rose	Temple
Rose	Thomam
Rose	Thomas
Rose	unknown
Rose	Urquhart Gillespie
Rose	Wilhelmum
Rose	Wilhelmus
Rose	Willelmus
Rose	William
Rose	Willimus
Rose	Wm.
Rose	Zachariah
Rose	Zacharias
Rose	Zachary
Rosecuymens	Rogerus
Rosedale	Christopher
Rosedell	Christopherus
Roseingrowe	Robertus
Rosell	Robert
Rosemond	Joannes Baptista
Rosemond	Johannes Baptista
Rosemond	Johannis Baptiste
Rosenberg	Charles Bulkeley
Rosenberg	Charles Bulkely
Rosenhagen	Philip
Rosewall	Gulielmus
Rosewell	Adamus
Rosewell	Alexandrus
Rosewell	Gualterus
Rosewell	Gulihelmus
Rosewell	Gwalterus
Rosewell	Joh:
Rosewell	Johannes
Rosewell	Tho:
Rosewell	Walter
Rosewell	Walterus
Rosewell	Willimus
Roshell	Robertus
Rosington	Anthonius
Rosington	Jacobus
Rosingtone	Robertus
Roskarock	Rogerus
Roskell	Robertus
Roskilly	William
Roskoo	William
Roskoull	William
Roskrow	Richard
Ross	Alexander Adolphus
Ross	Aneas
Ross	blank
Ross	Daniel
Ross	Eneas
Ross	George
Ross	Georgius
Ross	Gulielimus
Ross	Gulielmus
Ross	Hugo
Ross	Jacobus
Ross	Joannes
Ross	Johannes
Ross	John
Ross	John Alexander
Ross	John Dawes
Ross	John Lockhart
Ross	Patricius
Ross	Thomas
Ross	William
Ross	William Hunter
Rossam	James
Rosse	Alex
Rosse	Alexander
Rosse	blank
Rosse	Gabriel
Rosse	Gabriell
Rosse	Henricus
Rosse	Henry
Rosse	Hugo
Rosse	Jacobus
Rosse	James
Rosse	Johannes
Rosse	Johanni
Rosse	John\t
Rosse	John
Rosse	Jones
Rosse	Martyn
Rosse	Richard
Rosse	Robertus
Rosse	Thomas
Rosse	unknown
Rosse	Walter
Rosse	Wilfrid
Rosse	Wilpherus
Rossell	Samuel
Rosser	Thomas
Rossi	John
Rossington	Anthony
Rossington	Jacobus
Roste	Johannes
Rostell	Robertus
Rostendale	Richardus
Rosthern	William
Rostock	John
Rostorn	Johannes
Rostorne	William
Rosumiens	Johannes
Rosumiens	Rogerus
Roswell	Adam
Roswell	Johannes
Roswell	Robertus
Rosyer	Jacobus
Rosyngrove	Robertus
Rotchester	Johannes
Rotchforde	Ricardus
Rote	Johannes
Rote	Willelmus
Roten	Thomas
Roth	Walterus
Rothe	Richard
Rothe	Walterus
Rotheram	Jno
Rotheram	Johannes
Rotheram	John
Rotheram	Jos:
Rotheram	Joseph
Rotheram	not given
Rotheram	Ralph
Rotheram	Rodolphus
Rotheram	Thomas
Rotheram	Thomas Att Wood
Rotheram	William
Rotheray	William
Rotherell	James
Rotherfoorth	Willimus
Rotherford	Jacobus
Rotherford	Willimus
Rotherforth	Willimus
Rotherforthe	Johannes
Rotherfourth	Willimus
Rotherfourthe	Johannes
Rotherham	blank
Rotherham	Gulielmus
Rotherham	Johannis
Rotherham	John
Rotherham	Radne
Rotherham	Thomas
Rotherie	Georgius
Rotherupp	Robert
Rothery	Josephus
Rothery	William
Rothewell	James
Rothewell	Richardus
Rothewell	Willimus
Rothewell	Willmus
Rothwel	Tho.
Rothwel	William
Rothwell	Elizeus
Rothwell	Guilelmus
Rothwell	Guilielmus
Rothwell	Jac'
Rothwell	Jacobus
Rothwell	James
Rothwell	Johannes
Rothwell	John
Rothwell	Nathaniel
Rothwell	Phineae
Rothwell	Phineas
Rothwell	Phiniees
Rothwell	Richard
Rothwell	Richard Rainshaw
Rothwell	Richardus
Rothwell	Tho:
Rothwell	Thomas
Rothwell	unknown
Rothwell	William
Roton	Willelmus
Rott	John
Rott	Willielmus
Rotte (?)	Johannes
Rotten	Thomas
Rottman	Nath
Rotton	Thomas
Roubotham	Ralph
Rouch	Frederick
Rouch	Johannes
Rouds	unknown
Rouffignac	Petrus
Rouffignar	Peter
Roughsedge	Robert  Hankinson
Roughsedge	Robert Hankinson
Roughsedge	Robert Hanksinson
Rought	Gualterus
Rought	Walter
Rought	Waltero
Rought	Walterus
Roughton	Leneve
Rouguet	James
Roukeley	William
Roukinge	Christopherus
Rouland	Guilielmus
Rouland	Robert
Roulandson	Richard
Roules	Johes
Rouley	Thomas
Roulfe	Gulielmus
Roulstone	Robert
Round	James
Round	James Thomas
Round	Joseph Green
Round	Pennington Henry
Round	Ralph
Round	Samuel Thomas
Round	Thomas Bennet
Round	Thomas Bennett
Rounde	Jacobus
Rounde	Robertus
Roundell	Henry
Roundell	Henry Dawson
Roundell	William
Roundtree	Ralph
Rounsevall	Silvester
Rountree	Leonard
Roupell	Francis Pooley
Rouquet	James
Rous	Ambrosius
Rous	Arthurus
Rous	Edward
Rous	Edwardo
Rous	Edwardus
Rous	George
Rous	Gulielmus
Rous	Henry William
Rous	Hugh Anthony
Rous	Isaac
Rous	Isaacus
Rous	Jacob
Rous	James
Rous	Johannes
Rous	John
Rous	Oliver
Rous	Richard
Rous	Robertus
Rous	Thomas
Rous	Thomas Manners
Rous	Thomas Mannew
Rous	Willimus
Rous	Willmus
Rousby	Robert James Clay
Rouse	Antonius
Rouse	Edus
Rouse	Edwardus
Rouse	Ezechiel
Rouse	Ezekel
Rouse	Ezekial
Rouse	Ezekiel
Rouse	Ezekiel Athanasius
Rouse	Gulielmus
Rouse	Jacobus
Rouse	James
Rouse	Johannes
Rouse	Johannis
Rouse	Joshua
Rouse	Oliverus
Rouse	Ricardus
Rouse	Richard
Rouse	Robertus
Rouse	William
Rouse	Willimus
Roushe	Gilbertus
Rousier	Isaacus
Rousley	Richard
Rousse	Ezekiel
Roussell	Rogerus
Roussignac	Peter
Roussignac	Petrus
Roussignar	Petrus
Roussilhon	Petrus
Routh	
Routh	Anthonius
Routh	Anthony
Routh	Antonius
Routh	George
Routh	Gulielmus
Routh	Johannes
Routh	Martin Joseph
Routh	Peter
Routh	Ricardus
Routh	Richardus
Routh	Samuel
Routh	unknown
Routledge	Edward
Routledge	John
Routledge	William
Rovanscrofte	Henricus
Rove	Humfridus
Rover	Ralph
Rovinson-Payne	Edward
Rovyngton	Edmundus
Row	Chenius
Row	Edmundus
Row	Georgius
Row	Georgus
Row	John
Row	Robertus
Row	Rowlandus
Row	Thomas
Row	Williamus
Rowan	John
Rowanson	Thomas
Roward	Willimus
Rowarde	William
Rowbotham	Carolus
Rowbotham	Franciscus
Rowbotham	Gulielmus
Rowbotham	Johannes
Rowbotham	John
Rowbotham	Ralph
Rowbotham	Richard
Rowbotham	Thomas
Rowbotham	Willelmus
Rowbotham	William
Rowbothom	Thomas
Rowbottam	Isaac
Rowbottam	Thomas
Rowbottom	Robert
Rowbottom	Isaac
Rowbottom	Robert
Rowbottom	Thomas
Rowbye	John
Rowce	Peter
Rowcliff	Thomas
Rowcliffe	Thomas
Rowdden	Robertus
Rowden	Edward
Rowden	Francis
Rowden	Johannes
Rowden	Robertus
Rowden	William
Rowdon	Johannes
Rowe	Cheyneus
Rowe	Cheyney
Rowe	Cheynie
Rowe	Edmundus
Rowe	Edvardus
Rowe	Edward
Rowe	Francis
Rowe	Franciscus
Rowe	Georgius
Rowe	Henry
Rowe	Humfridus
Rowe	Humphrey
Rowe	Jacob
Rowe	Jacobus
Rowe	James John
Rowe	Johannes
Rowe	John
Rowe	Josephus
Rowe	Leonardus
Rowe	Michael
Rowe	Michaelis
Rowe	not given
Rowe	Oliverus
Rowe	R
Rowe	Richard
Rowe	Robert
Rowe	Robertus
Rowe	Rogerus
Rowe	Roulandus
Rowe	Rowland
Rowe	Thomas
Rowe	unknown
Rowe	Willelmus
Rowe	William Sloman
Rowe	Williamus
Rowe	Willimus
Rowe	Wm.
Rowe	[Thomas]
Rowel	Thomas
Rowel	Willelmus
Roweland	John
Rowell	John
Rowell	Petrus
Rowell	Tho:
Rowell	Thomas
Rowell	Willelmus
Rowenson	Arthurus
Rowes	John
Rowes	Nicholas
Roweth	
Roweth	Lanslotus
Rowett	Isaacus
Rowhead	Henricus
Rowhed	Henry
Rowke	Johannes
Rowks	Christopher
Rowland	Barzillai
Rowland	Bazillar
Rowland	Bazzillai
Rowland	Bazzillar
Rowland	blank
Rowland	Carolus
Rowland	Charles
Rowland	David
Rowland	Griffino
Rowland	Griffinus
Rowland	Guilielmus
Rowland	Henricus
Rowland	Henry
Rowland	Humphrey
Rowland	Joh'es
Rowland	Johannes
Rowland	Johes
Rowland	John
Rowland	John Hamilton
Rowland	Jonathan
Rowland	Jonathanus
Rowland	Joseph
Rowland	Josiah
Rowland	Maurice
Rowland	Mauricius
Rowland	Mauritius
Rowland	Mawritius
Rowland	Michael
Rowland	Morganus
Rowland	Nathaniel
Rowland	Owenus
Rowland	Owin
Rowland	Owinus
Rowland	Robert
Rowland	Robertus
Rowland	Rogerus
Rowland	Tho:
Rowland	Thomas
Rowland	W G
Rowland	William
Rowland	William Gorsuch
Rowland	William Gosnich
Rowland	Willimo
Rowland	Willimus
Rowland alias Lichford	Robert
Rowland alias Litchford	John
Rowlande	Henricus
Rowlande	Richardus
Rowlande	Robert
Rowlande	Robertus
Rowlandes	Henricus
Rowlandes	Maurice
Rowlandes	Mauricius
Rowlands	Ellis
Rowlands	Gulielmus
Rowlands	Henricus
Rowlands	Henry
Rowlands	Joannes
Rowlands	Johannes
Rowlands	John
Rowlands	Lewis
Rowlands	Mauricius
Rowlands	Mauritius
Rowlands	Morganus
Rowlands	Parker
Rowlands	Robert
Rowlands	Thomas
Rowlands	William
Rowlandson	
Rowlandson	Edward
Rowlandson	Jacobus
Rowlandson	James
Rowlandson	Johannes
Rowlandson	John
Rowlandson	Michael
Rowlandson	Miles
Rowlandson	Milonis
Rowlandson	Ricardus
Rowlandson	Richard
Rowlandson	Thomas
Rowlandson	Willelmus
Rowlanson	Arthurus
Rowlanson	Richard
Rowlanson	William
Rowlatt	Charles Robert
Rowlatt	William Henry
Rowle	Francis
Rowle	Oliverus
Rowle	Richard
Rowlenson	Jacobus
Rowles	Benjamin
Rowles	Benjaminus
Rowles	Gabriell
Rowles	John
Rowles	not given
Rowles	Richard
Rowles	Robert
Rowles	Robertus
Rowlett	Johannes
Rowley	Anthonius
Rowley	Anthony
Rowley	Fernyhaugh
Rowley	Francis
Rowley	Franciscus
Rowley	George
Rowley	Johannes
Rowley	John
Rowley	Jonathan
Rowley	Joseph
Rowley	Joshua
Rowley	not given
Rowley	Peter
Rowley	Radulphus
Rowley	Ralph
Rowley	Richard
Rowley	Richardus
Rowley	Roger
Rowley	Roger
Rowley	Rogerus
Rowley	Samuel
Rowley	Stephen
Rowley	Swithin
Rowley	Thomas
Rowley	unknown
Rowley	William
Rowley	Willimus
Rowleye	Georgius
Rowleye	Thomas
Rowleye	Willimus
Rowling	Christopher
Rowling	Christopherus
Rowlins	Gershom
Rowlinsone	John
Rowlls	Robert
Rowlson	Edwardus
Rowlston	Willelmus
Rowlt	Thomas
Rowly	Francis
Rowly	Johannes
Rowly	not given
Rowly	unknown
Rowlyng	Thomas
Rowndell	Henricus
Rowndell	Henry
Rowne	John
Rowney	Edvardus
Rowney	Edward
Rowney	John
Rowney	not given
Rowning	Johannes
Rowning	John
Rowntree	John
Rowntree	Leonardus
Roworth	Rouland
Roworth	Rowland
Roworth	Rowlandus
Rowpe	Johannes
Rowresbye	Leonardus
Rows	Ambrosius
Rows	Willimus
Rowsall	Willimus
Rowse	blank
Rowse	Edwardus
Rowse	Ezekiel
Rowse	Gulielmus
Rowse	Henricus
Rowse	Jacob
Rowse	Jacobus
Rowse	Johanes
Rowse	Johannes
Rowse	Maximilianus
Rowse	not given
Rowse	Oliverus
Rowse	Richardus
Rowse	Thomas
Rowse	William
Rowsell	Evan Edward
Rowsell	Evan Edwards
Rowsell	Robert
Rowsewell	Adami
Rowsewell	Thomas
Rowson	Oliver
Rowson	Radulphus
Rowson	Reginaldus
Rowson	Reignold
Rowst	Arthur
Rowst	John
Rowstorne	William
Rowswell	Adam
Rowswell	Adamus
Rowswell	Alexandrus
Rowswell	Johannes
Rowswell	Robert
Rowswell	Robertus
Rowte	Willelmus
Rowth	Andrea
Rowth	Anthonius
Rowth	not given
Rowth	Rogerus
Rowthe	Johannes
Rowthe	Lancelott
Rowthe	Petrus
Rowthe	Richardus
Rowton	John
Roy	
Roy	Benjamin
Roy	Benjaminus
Roy	James
Roy	Johannes
Roy	Robert
Roy	Samuel
Roy	Thomas
Roy	William
Royall	George
Royall	Georgius
Royall	Will
Royall	Willimus
Royall	Willm
Royall	Willmus
Royce	Richard
Royce	
Royce	blank
Royce	George
Royce	William
Royche	Walterus
Royde	Gulielmus
Royden	Gulielmus
Roydhouse	Robert
Roydon	Edwardus
Roydon	Humfridus
Roydon	Humphredus
Roydon	Johannes
Roydon	John
Roydon	Matheus
Roydon	Mattheus
Roydon	Matthew
Roydon	Thomas
Roydon	William
Roydon als. Coggeshall	John
Royds	Charles S
Royds	Charles Smith
Royds	Edward
Royds	Thomas
Roye	Henr
Roye	Henricus
Roye	Willimo
Royfe	Gul
Royle	Henry
Royle	James
Royle	Johannes
Royle	John
Royle	Nathaniel
Royle	Richard
Royle	Richardus
Royle	Thomas
Royle	Walter
Royle	William
Royley	Johannes
Royley	Nathanieles
Roys	Thomas
Royse	
Royse	David
Royse	Geo.
Royse	Georgius
Royse	Gul
Royse	Gulielmus
Royse	Martinus
Royse	Nat.
Royse	Nathaniel Pen
Royse	Nathaniel Thomas
Royse	Robertus
Royse	Thomas
Royse	Wilhelmus
Royse	William
Royse	William George
Royson?	Eden
Roysterne	Johannes
Royston	Johannes
Royston	Roger
Royston	Rogerus
Royston	Thomas
Royston	William
Roystorne	Johannes
Roystorne	John
Roystorne	Richard
Roythlye	Johannes
Roythwell	not given
Rubie	Henry
Rubinin	Theophilus
Ruchworth	Edward
Rucke	Arthur
Rucke	Arthurus
Rud	Edvardus
Rud	Johannes
Rud	Robertus
Rudale	Edward
Rudall	Edward
Rudall	not given
Rudd	Abraham
Rudd	Abraham Jos.
Rudd	Abraham Joseph
Rudd	Anthonius
Rudd	Anthony
Rudd	Antonius
Rudd	Eduardus
Rudd	Edvardus
Rudd	Edward
Rudd	Edward Miles
Rudd	Eric
Rudd	George Thomas
Rudd	Gulielmus
Rudd	Henricus
Rudd	illegible
Rudd	Jacobus
Rudd	James
Rudd	James Sutherland
Rudd	Johannes
Rudd	Johanni
Rudd	John
Rudd	John Henry Augustus
Rudd	Matheus
Rudd	Mattheus
Rudd	Radulphus
Rudd	Ralph
Rudd	Richard
Rudd	Robert
Rudd	Robertus
Rudd	Roger
Rudd	Rogerus
Rudd	Samuel
Rudd	Sayer
Rudd	Simon
Rudd	Thomae
Rudd	Thomam
Rudd	Thomas
Rudd	Willielmus
Rudd	Willimus
Ruddach	James
Rudde	Johannes
Rudde	John
Rudde	Radulphus
Rudde	Ric:
Rudde	Ricardus
Rudde	Richard
Rudde	Robertus
Rudde	Rogerus
Ruddell als Hall	Henricus
Ruddierd	Edmundus
Ruddings	Thomas
Ruddington	Francis
Ruddington	Thomas
Ruddle	Gulielmus
Ruddle	John
Ruddle	Rodolphus
Ruddle	William
Ruddock	Edward G.
Ruddock	Edward Grevile
Ruddock	Edward Greville
Ruddock	Joshua
Ruddock	Nobleth
Ruddock	Noblett
Ruddock	Richard
Ruddock	Richard Hastwell
Ruddock	Thomas
Ruddocke	Noblett
Ruddocke	Thomas
Ruddockke	Thomas
Rudducke	Thomas
Ruddyarde	Will
Rude	Henricus
Rudge	Benjamin
Rudge	Benjaminus
Rudge	Frederick
Rudge	James
Rudge	Johannes
Rudge	Johes
Rudge	Richard
Rudge	Richardus
Rudge	Thomas
Rudge	Thomas
Rudge	unknown
Rudge	William
Rudge	Willimus
Rudge (or Fudge)	Johes
Rudge (or Fudge)	John
Rudhill	Thomas
Rudiard	Willmus
Rudiarde	Johannes
Rudiart	Ricardus
Rudiarte	Ricardus
Rudierd	Johannes
Rudierde	Johannes
Ruding	Roger
Ruding	Rogers
Rudland	Samuel
Rudland	Samuelis
Rudle	Radolphus
Rudle	Willimus
Rudleston	Thomas
Rudleye	Robertus
Rudly	Robert
Rudman	Henricus
Rudman	Henry
Rudman	Henrye
Rudocke	Thomas
Rudoke	Thome
Rudrope	Robertus
Rudropp	Robertus
Rudroppe	Robertus
Rudrowes	Christopherus
Rudrupp	Robert
Rudsby	Gulielmus
Rudshawe	Johannes
Rudsly	William
Rudston	Christoferus
Rudston	Thomas Cutler
Rudware	William
Rudwick	John
Rudyard	Johannes
Rudyard	William
Rudyerd	Joh
Rudyerd	Johannes
Rudyerd	Thomas
Rudyerd	Willimus
Rudyerde	Edmund
Rudyerde	Johannes
Rue	Zachariah
Rue	Zacharias
Rue	Zacharius
Rue	Zachary
Ruell	David
Ruff	Willielmus
Ruff	Willis
Ruffe	Gulihelmus
Ruffe	Thomas
Ruffe	Willielmus
Ruffhead	James Thompson
Ruffin	Franciscus
Ruffin	Franciscus
Ruffin	Frannces
Rufford	Robertus
Rufforth	Jacobus
Rufine	Franciscus
Rufsall	Robert
Rufsell	Harry Vane
Rufsell	Robert
Rugeley	George
Rugely	Christoferus
Rugg	Anthonius
Rugg	Anthony
Rugg	Johannes
Rugg	John
Rugg	Not given
Rugg	Thomas
Rugge	Anthonius
Rugge	Arkenwald
Rugge	Edward
Rugge	Edwardus
Rugge	Henricus
Rugge	Johannes
Rugge	John
Rugge	Roger
Rugge	Thomas
Rugge	William
Rugge?	Anthonius
Rughsyche	Humfrey
Ruies	Brune
ruined	ruined
ruined ruined	ruined
ruinous	ruinous
Rule	John
Rule	Robert
Rule Sarel	Henry
Ruler	Robert
Rulicius	Nicolaus
Ruller	Christopher
Rulles	Benjamin
Rumball	James
Rumball	Samuel
Rumbellowe	Georgius
Rumbelow	Johannes
Rumbelowe	Georgius
Rumbelowe	Johannes
Rumbelowe	John
Rumbilowe	Joh
Rumble	
Rumblow	John
Rumblowe	Joh
Rumblowe	Johannes
Rumbold	Edward
Rumbold	Edwardus
Rumbolde	Edward
Rumbolde	Edwardus
Rumboll	Rogerus
Rumbylowe	Johannes
Rumley	John
Rumly	John
Rumney	Abraham
Rumney	Gulielmus
Rumney	Johannes
Rumney	John
Rumney	Jos.
Rumney	Jos:
Rumney	Joseph
Rumney	Leonard
Rumney	Marcus
Rumney	Mark
Rumney	Oswald
Rumney	Oswaldus
Rumney	Osweldus
Rumney	Oswold
Rumney	Peter
Rumney	Robert
Rumney	Robertus
Rumney	Simo
Rumney	Simon
Rumney	Simonus
Rumney	Thomas
Rumney	William
Rumney	Willimus
Rumpayne	Johannes
Rumpe	Ricardus
Rumpelli	Otthoms
Rumpello	Otho
Rumpello	Otto
Rumpenne	Johannes
Rumsely	Thomas
Rumsey	Gulielmus
Rumsey	Henricus
Rumsey	Johannes
Rumsey	John
Rumsey	Oswold
Rumssey	Johannes
Runchorn	Thomas
Runcorn	Thomas
Runcorne	Thomas
Rundall	John
Rundell	Johannes
Rundell	Philippus
Rundell	Thomas
Rundle	 Thomas
Rundle	Johannes
Rundle	John
Rundle	Thomas
Rungkehorne	Thomas
Runkorn	Thomas
Runnell	Thomas
Runney	Richard
Runniger (?)	not given
Rupel	John
Ruper	Charles
Rus	Philip de
