Surname	Forename
Arscot	Nicolaus
Arskin	James
Arther	Andrew
Arthur	Charles
Arthur	George Frederic
Arthur	Helier
Arthur	John
Arthur	R
Arthur	Richard
Arthure	William
Arundel	Nathaniel
Arundell	 Ralph
Arundell	Daniel
Arundell	Edmund
Arundell	Emanuel
Arundell	Nathanael
Arundell	R.
Arundell	William
Arundell	William
Arwaker	John
Arwin	John
Arworth	Willimus
Arwyn	Thomas
Asbery	Thomas
Asbridge	Joseph
Asbrook	not given
Asburie	Hugh
Asburner	Christopher
Asburner	John
Asburnum	John
Asbury	Humfrey
Ascew	not given
Aschton	Edward
Aschton	Henry
Aschton	Richard
Aschton	Richard
Aschton	William
Ascot	Nathaniel
Ascrofte	John
Ascrope	Johannes
Ascrope	Johannes
Ascrope	Johannes
Ash	Charles
Ash	Edward John
Ash	John
Ash	Joseph
Ash	William
Ashall	Thomas
Ashbie	John
Ashbie	Richard
Ashbie	Thomas
Ashbie	William
Ashbold	Willimus
Ashbourne	Thomas
Ashbourneham	Edward
Ashbridge	John
Ashbridge	John
Ashbridge	Joseph
Ashbridge	Joseph
Ashbridge	Robert
Ashbridge	Samuel
Ashbrook	John
Ashburne	Johannes
Ashburne	Solomon
Ashburne	Solomon
Ashburner	Thomas
Ashburner	William
Ashburnham	Denny
Ashburnham	John
Ashburnham	William
Ashby	George
Ashby	Richard
Ashby	Robertus
Ashby	Robertus
Ashby	Samuel
Ashcroft	John
Ashcroft	Thomas
Ashcroft	Towers
Ashcroft	unknown
Ashe	Edward
Ashe	James Pyle
Ashe	John
Ashe	Jonathan
Ashe	Oliverus
Ashe	Richard
Ashe	Robert
Ashe	Robert
Ashe	Robert
Ashe	Samuel
Ashe	Thomas
Ashebole	Wilhelmus
Asheborne	Franciscus
Ashebrooke	Johannes
Asheburner	John
Asheburner	William
Asheby	William
Ashefylde	Willimus
Ashehurst	John
Asheley	Galfridus
Asheley	Johannes
Asheley	John
Asheley	William
Ashelock	John
Ashenhurst	Francis
Ashenhurst	Francis
Asher	Simon
Asheton	Andrew
Asheton	Edmund
Asheton	Nicholas
Asheton	Petro
Asheton	Randle
Asheton	Richard
Asheton	Richard
Asheton	Richard
Asheton	Robert
Asheton	Robertus
Asheton	William
Asheton	Willimus
Ashfield	Charles
Ashfield	Charles Robert
Ashfield	Thomas
Ashfield	Thomas
Ashford	John
Ashhurst	Thomas
Ashhurst	Thomas Henry
Ashill	Illegible
Ashlake	John
Ashley	Gilbert
Ashley	James
Ashley	James
Ashley	John
Ashley	John
Ashley	John
Ashley	Thomas
Ashley	Thomas
Ashley	Thomas
Ashley	William
Ashmull	John
Ashpinshaw [Staunton]	John
Ashpoole	Ellis
Ashton	Abdias
Ashton	Charles
Ashton	Edward
Ashton	Edward
Ashton	Ellis
Ashton	George
Ashton	Henry
Ashton	Jacobo
Ashton	James
Ashton	James
Ashton	James
Ashton	John
Ashton	John
Ashton	John
Ashton	Petrus
Ashton	Ralph
Ashton	Richard
Ashton	Richard
Ashton	Robert
Ashton	Rogerus
Ashton	Samuel
Ashton	Stephen
Ashton	Thomas
Ashton	Thomas
Ashton	Thomas
Ashton	Walter
Ashton	William
Ashton	William
Ashton	William
Ashurst	Thomas
Ashwell	Edward
Ashwell	George
Ashwell	Thomas
Ashworth	Abraham
Ashworth	John
Ashworth	John
Ashworth	John
Ashworth	John Harvey
Ashworth	not given
Ashworth	Richardo
Ashworth	Robert
Ashworth	Thomas Ramsden
Askam	Anthony
Aske	Nathaniel
Asker	John
Askew	Adam
Askew	Anthony Adam
Askew	Henry
Askew	John
Askew	John
Askew	John
Askew	Joseph
Askewe	Christopher
Askewe	Cristoferus
Askewe	John
Askewe	Richard
Askewe	Thomas
Askewe	Thomas
Askoe	Richard
Askyn	Thomas
Aslett	Thomas
Asmoner	John
Aspden	John
Aspden	Timothy
Aspeden	Robert
Aspenwall	James
Aspin	Harvey
Aspinal	not given
Aspinal	Thomas
Aspinwall	James
Aspinwall	William Lambert
Aspleine	Thomas
Aspley	William
Asplin	William
Aspull	Gilbert
Aspynall	Nicholas
Asshall	Thomas
Assheley	Robertus
Assheton	John
Assheton	Richard Hulls
Assheton	Robert
Assheton	William
Assheton	William
Assheworth	Thomas
Asshton	Thomas
Asslieton	Richard
Astbury	John
Astbury	Thomas
Astclyff	Robert
Asteley	Galfridus
Asteley	Walter
Asteley	William
Astell	Joannes
Astell	John
Astely	Geoffrey
Astelyn	Richard
Asten	Roger
Asten	Thomas
Asten	William
Aster	John
Asterley	Thomas
Astey	Robert
Astle	Ralph
Astley	Bernard
Astley	Francis Bickley
Astley	Gilbert
Astley	James
Astley	John
Astley	John
Astley	John Wolvey
Astley	Nicolaus
Astley	Richardus
Astley	Richardus
Astley	Simo
Astley	Thomas
Astley	Thomas
Astley	William
Astley	Willimus
Astleye	Robert
Astleye	William
Aston	Antonius
Aston	Edward
Aston	Edward
Aston	Francis
Aston	Humfrey
Aston	James
Aston	John
Aston	John
Aston	John
Aston	Richard
Aston	Richard
Aston	Richard
Aston	Richard
Aston	Robert
Aston	Robert
Aston	Robert
Aston	Thomas
Aston	Thomas
Aston	Thomas
Aston	Thomas
Aston	Thomas
Aston	Walter Hutchinson
Aston	Willam
Aston	William
Astrey	Francis
Astrey	Francis
Astroppe	Johannes
Astyn	Thomas
Aswell	unknown
Asworth	John
Atcherley	James
Atcherley	John
Atcherley	Thomas
Athawes	John
Athee	Arthur
Atherton	Anthony
Atherton	Augustine
Atherton	George
Atherton	George
Atherton	Henry
Atherton	John
Atherton	not given
Atherton	Philip
Atherton	Robert
Atherton	Robert
Atherton	Ruben
Atherton	Samuel
Atherton	William
Athorp	Francis
Athow	John
Atke	Georgius
Atkin	Sampson
Atkin	Simon
Atkin	Thomas
Atkins	David
Atkins	David
Atkins	Francis
Atkins	Franciscus
Atkins	Hugo
Atkins	James
Atkins	James
Atkins	John
Atkins	John
Atkins	John
Atkins	Robert
Atkins	Thomas
Atkins	Thomas
Atkins	Walterus
Atkinsen	Willielmus
Atkinson	
Atkinson	Arthur
Atkinson	Christopher
Atkinson	Christopher
Atkinson	Edward
Atkinson	Francis
Atkinson	Francis
Atkinson	Francis
Atkinson	George
Atkinson	George
Atkinson	George
Atkinson	George James
Atkinson	Georgius
Atkinson	Georgius
Atkinson	Gersham
Atkinson	Henry
Atkinson	Henry Arthur
Atkinson	Hugh
Atkinson	Jeremiah
Atkinson	Johannes
Atkinson	John
Atkinson	John
Atkinson	John
Atkinson	John
Atkinson	John
Atkinson	John
Atkinson	John
Atkinson	John
Atkinson	John
Atkinson	John Breeks
Atkinson	Jonas
Atkinson	Joseph
Atkinson	Miles
Atkinson	Myles
Atkinson	Peter
Atkinson	Reinolde
Atkinson	Richard
Atkinson	Richard
Atkinson	Richard
Atkinson	Richard
Atkinson	Richard Jaques
Atkinson	Richardo
Atkinson	Solomon
Atkinson	Thomas
Atkinson	Thomas
Atkinson	Thomas
Atkinson	Thomas
Atkinson	Thomas
Atkinson	Thomas
Atkinson	Thomas Dinham
Atkinson	unknown
Atkinson	William
Atkinson	William
Atkinson	William
Atkinson	William
Atkinson	William
Atkinson	William
Atkinson	William
Atkinson	William
Atkinson	William
Atkinson	William
Atkinson	William
Atkinson	William
Atkinson	William
Atkyns	Anthonius
Atkyns	John
Atkyns	John
Atkyns	John
Atkyns	John
Atkyns	Thomas
Atkyns	Walteri
Atkynson	Anthony
Atkynson	Georgius
Atkynson	Henricus
Atkynson	Johannes
Atkynson	Johannes
Atkynson	Johannes
Atkynson	Johannes
Atkynson	Percival
Atkynson	Thomas
Atkynson	Thomas
Atkynson	William
Atkynson	William
Atkynson	William
Atkynson	Willimus
Atlay	Charles
Atlay	Henry
Atlay	Richard
Attelsey	William
Atteraburye	Thomas
Atterbury	Bedingfield
Atterbury	Charles Lewis
Atterbury	Francis
Atterbury	Lewis
Attersell	William
Attersoll	William
Attey	Roger
Attfield	William
Atthill	William
Attie	George
Attkins	Henry Thomas
Attlay	Stephen Oakeley
Attlesey	unknown
Atton	George
Atton	Georgius
Attwell	Charles
Attwood	Edmundus
Atwall	William
Atwell	Matthaeus
Atwey	George
Atwick	George
Atwill	John
Atwod alias Tayler	Humfredus
Atwood	Edward
Atwood	Francis Thomas
Atwood	George
Atwood	George
Atwood	Henry
Atwood	Henry Adams Sergison
Atwood	John
Atwood	John
Atwood	Kinge
Atwood	Richardus
Atwood	Samuel
Atwood	Samuel
Atwood	Thomas
Atwood	Thomas Stephen
Auben	R
Auber	Robert Henry
Aubery	Edmund
Aubery	Edward
Aubery	Edward
Aubery	Edward
Aubery	John
Aubery	Samuel
Aubery	Thomas
Aubery	Thomas
Aubin	John
Aubin	Philip
Aubrey	James Gough
Aubrey	Ludovicus
Aubrey	Timothy
Aubrey	William
Aucher	Jacobus
Auchyn	Johannes
Audain	John
Audain	John
Audesley	Henry
Audland	William Fisher
Audleby	Edmundus
Audley	Johannes
Audley	John
Audley	John
Audley	Matthias
Auger	Thomas
Aughton	Richard
Ault	George
Ault	James
Aungier	Edward
Aungier	Josias
Aunsell	Johannes
Aust	William
Austen	Beniamin
Austen	blank
Austen	Charles
Austen	Clement
Austen	George
Austen	Henry
Austen	Henry
Austen	Henry
Austen	James
Austen	James
Austen	James
Austen	Johannes
Austen	Johannes
Austen	John
Austen	John Thomas
Austen	Nicholaus
Austen	Richard
Austen	Robert
Austen	Sackville
Austen	Thomas
Austen	Thomas
Austen	unknown
Austen	William
Austin	Daniel
Austin	George
Austin	Johannes
Austin	John
Austin	John
Austin	John
Austin	John
Austin	John
Austin	John
Austin	Radulphus
Austin	Robert Montague
Austin	unknown
Austin	unknown
Austin	William
Austin	William Piercy
Austin	Wiltshire Stanton
Austyn	Michell
Austyn	Richard
Autram	Johannes
Avant	Philippus
Avarn	Isaac
Avarne	Thomas
Avecott	Alexander
Aveling	Thomas
Aveling	Thomas Tipping
Aveling	William
Aveling	William
Avenant	Thomas
Averey	Henry
Averey	Thomas
Averill	Anthony
Avery	Charnel:
Avery	John
Avery	William
Avyn	Johannes
Awberry	Thomas
Awbery	John
Awbrey	Arthure
Awbrey	Gualterus
Awbrey	Johannes
Awbrey	John William
Awbrey	Thomas
Awbrey	Willimus
Awder	George
Awder	George
Awdry	Charles
Awdry	Charles Norton Edridge
Awgood	John
Awkyns	John
Awngier	Willimo
Awnsham	Richard
Awoode	Thurstan
Awsten	Andreas
Awsten	Jacobus
Awsten	Johannes
Awsten	John
Awsten	Robert
Awsten	Thomas
Awsten	William
Awsten	William
Awston	Robert
Awston	Thomas
Axe	James
Axe	John
Axton	Thomas
Axton	Willimus
Ayensworth	Giles
Ayer	Thomas
Ayerst	Robert Gunsley
Ayerst	Thomas
Ayerst	William
Ayerst	William
Ayerst	William Gunsley
Ayest	Thomas
Aykrigg	John
Aylemer	Arthur
Aylemer	Arthurus
Ayles	Silas
Aylesbury	Thomas
Aylet	Thomas
Ayleway	Hugo
Ayleworth	Humphredus
Aylmer	Francis
Aylmer	John
Aylmer	Theophilus
Aylmer	Thomas
Ayloffe	John
Aymes	Francis
Aymes	John
Aynesworth	Radulphi
Aynesworth	Thomas
Aynscomb	Thomas
Aynscough	Thomas
Aynsdale	John
Aynsley	Charles
Aynsley	John
Aynsworth	Edward
Aynsworth	Giles
Aynsworth	Michael
Aynsworth	Thomas
Aynsworth	William
Ayray	Henricus
Ayrde	William
Ayre	Egidio
Ayres	Henricus
Ayres	James
Ayres	Thomas
Ayscough	Francis
Ayscough	Francis
Ayscough	Francis
Ayscough	Gabriel
Ayscough	James
Ayscough	Philip
Ayscough	Samuel
Aysgill	Josua
Ayshelyn	Thomas
Ayshford	Daniel
Ayshford	Daniel
Ayshford	Rogerus
Ayssheton	John
Aystram	William
Azzis	Rowland
B	A
Baad	James
Babb	Bernard
Babb	James
Babb	Robertus
Babb	Simon
Babb	Thomas
Babbington	Adrian
Babbington	Henry
Babbington	Henry
Babbington	John
Babcock	Luke
Baber	Henry Hervey
Baber	Henry Hervey
Babington	Brute
Babington	Francis
Babington	Henry
Babington	Henry
Babington	Henry
Babington	John
Babington	Matthew
Babington	Matthew Drake
Babington	Richard
Babington	Thomas
Babington	William
Babington	William
Babington	William
Babington	William
Babington	William
Babington	William
Babington	Zacharias
Babington	Zacharias
Bach	William
Bache	Arthurus
Bache	John
Bache	William
Bacheler	Cristoferus
Bacheler	Edmund
Bachiler	Elias
Bachiler	Stephanus
Bachler	Richard
Back	Edward
Backaller	Henricus
Backer	missing
Backer	Roger
Backhouse	Edward
Backhouse	George
Backhouse	Isaac
Backhouse	Isaac
Backhouse	James
Backhouse	Johannes
Backhouse	Joseph
Backhouse	Ralph Drake
Backhouse	Robert
Backhouse	Thomas
Backhouse	unknown
Backhowse	John
Backler	Sotherton
Backshell	John
Backster	Henrico
Backster	John
Backter	unknown
Backwell	Brett
Bacon	
Bacon	Danielis
Bacon	Edward
Bacon	Francis
Bacon	Francis
Bacon	Francis
Bacon	George
Bacon	Isaac
Bacon	John
Bacon	John
Bacon	Luke
Bacon	Michael
Bacon	Nathaniel
Bacon	Nathaniel
Bacon	Phanuel
Bacon	Phanuel
Bacon	Philip
Bacon	Richardus
Bacon	Richardus
Bacon	Robert
Bacon	Robert
Bacon	Robert
Bacon	Robert
Bacon	Robert
Bacon	Robertus
Bacon	Rogero
Bacon	Samuel
Bacon	Thomas
Bacon	Thomas
Bacon	Thomas
Bacon	William
Bacterton	Philyppus
Badally	George
Badcock	Cristoferus
Badcock	Johannes
Badcock	John
Badcote	Humfrey
Baddeley	James
Baddeley	John
Baddeley	Ralph
Baddeley	Richard
Baddeley	Thomas
Baddesley	George
Baddily	Richard
Baddily	Richard
Baddily	William
Baddon	William
Baden	Egidio
Baden	Thomas
Badford	William
Badger	Albert
Badger	Edward
Badger	Egidius
Badger	James
Badger	James
Badger	James
Badger	John
Badger	Ricardus
Badger	Richard
Badger	William
Badhurst	unknown
Badily	John
Badnal	Thomas
Badnall	William
Badner	George
Badnore	James
Bagaley	Nicholas
Bagerley	Johes
Bagg	Richard
Bagg	William
Baggaley	Carolus
Baggaley	Richard
Bagge	Charles
Bagge	Charles
Bagge	James
Bagge	Samuel
Baggs	Isham
Baggs	John
Baggshaw	Thomas
Baghot	Kinard
Baghott	Thomas
Bagley	Henry
Bagley	Johannes
Bagley	William
Bagley	William
Bagly	Henry
Bagnall	Edward
Bagnall	George
Bagnall	Henry
Bagnall	John
Bagnall	John
Bagnall	Thomas
Bagnall	unknown
Bagnall	W
Bagnell	Thomas
Bagnell	William Webber
Bagnold	Charles
Bagnold	Charles
Bagot	Charles Walter
Bagot	Egerton Arden
Bagot	Lewis
Bagot	Ralph
Bagot	Richard
Bagot	Walter
Bagott	Francis
Bagsha	Edwardus
Bagshaw	Christopher
Bagshaw	Edward
Bagshaw	Edward
Bagshaw	Edward
Bagshaw	Edward
Bagshaw	Edwardus
Bagshaw	Francis
Bagshaw	Harington
Bagshaw	Henry
Bagshaw	John
Bagshaw	John
Bagshaw	John
Bagshaw	Nicholas
Bagshaw	not given
Bagshaw	Thomas
Bagshaw	Thomas
Bagshaw	Thomas
Bagshaw	William
Bagshaw	William
Bagshaw	William
Bagshaw	William
Bagshaw	William Salmon
Bagshaw	Willimus
Bagshawe	Edmund
Bagshawe	Edward
Bagshawe	Edward
Bagshawe	Edward
Bagshawe	Edward Benjamin
Bagshawe	Edwardus
Bagshawe	Geoffrey
Bagshawe	Gervase
Bagshawe	Johes
Bagshawe	John
Bagshawe	Thomas
Bagshaw[e]	Charles Frederick
Bagshott	William
Bagthwayte	Oliver
Baguely	Hugo
Baguley	Edward
Baguley	Edward
Baguley	George
Baguley	John
Baguley	Richard
Baguley	William
Baguly	Richardus
Bagwell	Hugh
Bagwell	John
Bagwell	John
Bagwell	John
Bahowe	David
Baicksdallus	Gulielmus
Bailey	
Bailey	Anthony
Bailey	Benjamin
Bailey	Benjamin
Bailey	Edward
Bailey	George
Bailey	John
Bailey	John
Bailey	John
Bailey	John
Bailey	Laurence
Bailey	Nicholas
Bailey	Richard
Bailey	Richard
Bailey	Roger
Bailey	Skynner
Bailey	Thomas Collins
Bailey	William
Bailey	William
Bailey	William
Bailey or Bailye	Hugh
Bailhache	Frederick
Bailie	Georgius
Bailie	Richard
Bailie	Thomas
Bailie	William
Baillie	John
Baillie	Thomas
Baily	Ben
Baily	Edward
Baily	Francis
Baily	John
Baily	John
Baily	John
Baily	Richard
Baily	Richard
Baily	Richard
Baily	William
Baily	William
Baily	William Percival
Bailye	David
Bailye	Hugh
Bailye	John
Bain	James
Bain	John Rodbard
Bainbridge	Christopher
Bainbridge	Edward
Bainbridge	Francis
Bainbridge	Marmaduke
Bainbridge	Richard
Bainbridge	Richard
Bainbridge	Thomas
Bainbridge	William
Bainbrigg	Thomas
Bainbrigge	Christophero
Bainbrigge	John
Bainbrigge	John
Bainbrigge	Richard
Bainbrigge	William
Baineham	William
Baines	Benjamin
Baines	Christopherus
Baines	Cuthbert Johnson
Baines	Edward
Baines	Henry
Baines	James Johnson
Baines	John
Baines	Joseph
Baines	Peter
Baines	Thomas
Baines	Thomas
Bainham	Henricus
Baird	William
Bairstow	Paul
Baiseley	John
Baite	Matthew
Baiteson	Henricus
Baker	Aaron
Baker	Aaron Abraham
Baker	Alfred
Baker	Anthony
Baker	Anthony
Baker	blank
Baker	blank
Baker	Brudenell
Baker	Charles
Baker	Charles
Baker	Charles
Baker	Charles William
Baker	Daniel
Baker	David Bristow
Baker	Edward
Baker	Edward
Baker	Edward
Baker	Francis
Baker	Francis
Baker	Francis
Baker	George
Baker	George
Baker	George
Baker	George
Baker	George Augustus
Baker	Gulielmus
Baker	Gulielmus
Baker	Gulielmus
Baker	Henricus
Baker	Henry
Baker	Henry
Baker	Henry
Baker	James
Baker	James
Baker	James
Baker	James
Baker	Jeremy or Jeremiah Innys
Baker	Jo:
Baker	Johannes
Baker	Johannes
Baker	Johannes
Baker	Johannes
Baker	Johannes
Baker	Johannes
Baker	Johannes
Baker	John
Baker	John
Baker	John
Baker	John
Baker	John
Baker	John
Baker	John
Baker	John
Baker	John
Baker	John
Baker	John
Baker	John
Baker	John
Baker	John
Baker	John
Baker	John
Baker	John
Baker	John
Baker	John
Baker	John
Baker	John
Baker	John
Baker	John
Baker	Laurence
Baker	Lawrence Palk
Baker	Michael
Baker	Nic
Baker	Nicholas
Baker	Nicholas
Baker	Nicholas
Baker	Petrus
Baker	Philip
Baker	Philippus
Baker	Ralph Bourne
Baker	Richard
Baker	Richard
Baker	Richard
Baker	Richard
Baker	Richard
Baker	Robert
Baker	Robert
Baker	Robert
Baker	Robert George
Baker	Robertus
Baker	Robertus
Baker	Robertus
Baker	Robertus
Baker	Robertus
Baker	Roger
Baker	Roger
Baker	Samuel
Baker	Samuel
Baker	Samuel
Baker	Samuel
Baker	Samuel
Baker	Samuel
Baker	Slade
Baker	Solomon
Baker	Stephanus
Baker	Thomas
Baker	Thomas
Baker	Thomas
Baker	Thomas
Baker	Thomas
Baker	Thomas
Baker	Thomas
Baker	Thomas
Baker	Thomas
Baker	Thomas
Baker	Thomas
Baker	Thomas
Baker	Thomas
Baker	Thomas
Baker	Thomas
Baker	Thomas
Baker	Thomas
Baker	Thomas
Baker	Thomas
Baker	Thomas
Baker	unknown
Baker	Walter
Baker	Wilhelmus
Baker	Wilhelmus
Baker	William
Baker	William
Baker	William
Baker	William
Baker	William
Baker	William
Baker	William
Baker	William
Baker	William
Baker	William
Baker	William
Baker	William
Baker	William
Baker	William
Baker	William
Baker	William Dew
Baker	William James
Baker	William Lake
Baker	William Lloyd
Baker	Williamus
Bakerus	Johannes
Bakewell	John
Bakewell	Thomas
Balam	Eadmundus
Balam	Richard
Balcanquall	Gaulterus
Balcanquall	Johannes
Balcaskye	John
Balcen	Thomas
Balcomb	WilliamMil
Bald	Henry
Baldcocke	Bartholomew
Baldersbye	John
Balderston	Christopher
Balderston	Robert Richardson
Baldforde	W
Baldock	Chaloner Byng
Baldock	William
Baldon	Brianus
Baldwer	Richard
Baldwin	Edward
Baldwin	Frederick St Leger Baldwin
Baldwin	Henry
Baldwin	Joh
Baldwin	Johannes
Baldwin	John
Baldwin	John
Baldwin	John
Baldwin	John
Baldwin	John
Baldwin	Nicholas Rigbye
Baldwin	Richard
Baldwin	Roger
Baldwin	Thomas
Baldwin	William
Baldwine	Richard
Baldwyn	Blayney
Baldwyn	Charles
Baldwyn	Ricardus
Baldwyn	Thomas
Baldwyn	Wilhelmus
Baldwyn	William
Baldwyn	William
Baldy	David
Baldye	Reginald
Bale	Edwardus
Bale	George
Bale	Henry
Bale	Joseph
Bale	Joseph Chaloner
Bale	Richard
Bale	Sackville Stephens
Bale	Samuel
Baleman	Edmund
Bales	Christopherus
Baley	Edward
Baley	William
Balfour	Patricus
Balgay	Nicholas
Balguy	John
Balguy	Thomas
Balhurst	Car
Baliam	Ascanii
Balie	Lewes
Ball	Abraham
Ball	Benedict
Ball	Charles
Ball	David
Ball	Edwardus
Ball	Francis
Ball	George
Ball	Georgius
Ball	Giles
Ball	Henricus
Ball	Henricus
Ball	James
Ball	Joannes
Ball	John
Ball	John
Ball	John
Ball	John
Ball	John
Ball	John
Ball	John
Ball	John
Ball	John
Ball	John
Ball	John
Ball	John
Ball	Joseph
Ball	Joseph
Ball	Michael
Ball	Peregrine
Ball	Richard
Ball	Richard
Ball	Samuel
Ball	Samuel
Ball	Thomas
Ball	Thomas
Ball	Thomas
Ball	Thomas
Ball	Thomas
Ball	Thomas
Ball	William
Ball	Willimus
Ballam	Johannes
Ballam	John
Ballard	Charles
Ballard	Henry
Ballard	James
Ballard	John
Ballard	John
Ballard	John
Ballard	John
Ballard	Richardo
Ballard	Robert
Ballard	Simson
Ballard	Thomas
Ballard	William
Ballard	William
Balle	John
Ballow	Daniel
Ballowe	John
Ballowe	Thomas
Ballowe	Thomas
Balsar	Johannes
Balston	Charles
Baltas	unknown
Baltely	Oliver
Balthazar	Richard
Bambford	Michael
Bamer	not given
Bamfeild	blank
Bamfield	John Hitchens
Bamford	Gilbert
Bamford	Nicholas
Bamford	Robert
Bamford	Robt
Bamford	William
Bamford	William
Bamforthe	Nicholas
Bampfield	John
Bampfield	William
Bampfylde	Charles Francis
Bampton	George
Bampton	John
Bampton	Joseph
Banaster	Thomas
Banaster	William
Banber	unknown
Banbricke	Willimus
Banbridge	William
Banbury	Cyprian
Banck	Henry
Bancke	Richard
Banckerne	Richard
Banckes	Henry
Banckes	Johannes
Banckes	Johannes
Banckes	Laurencius
Bancks	Edward
Bancks	Georgius
Bancks	Henry
Bancks	William
Bancroft	James
Bancroft	John
Bancroft	Robert
Bancroft	Robert
Bancroft	William
Bancrofte	George
Bancrofte	Richard
Band	Charles Edward
Band	Symon
Band	Willimus
Bandbridge	Richard
Bande	Anthony
Bande	Roger
Bandevell	James
Bandinel	Buckley
Bandinel	James
Bandinet	James
Bandstow	Richard
Baneon	John
Baneon	Richard
Baner	Henry
Banes	Johannes
Banes	Mich
Banes	Milo
Banes	Richard
Banes	Thomas
Banes	Thomas
Banester	Michaeli
Banester	Nicholas
Banester	Vanus
Banestre	Henry
Banfather	Henry
Banfeild	Thomas
Banford	Thomas
Bange	William
Banger	Bernard
Banger	Peter
Bangor	Edward
Banister	Johannes
Banister	John
Banister	John
Banister	Marmaduke
Banister	Thomas
Banister	Thomas
Banke	Richard
Banke	Thomas
Banke	William
Banke	William
Bankes	Christopher
Bankes	Edward
Bankes	Johannes
Bankes	John
Bankes	John
Bankes	John
Bankes	Laurence
Bankes	Thomas
Bankes	Thomas
Bankes	Thomas
Bankes	Thomas
Bankes	Thome
Bankes	Uriah
Bankes	William
Bankes	William
Banks	
Banks	Adam
Banks	Adam
Banks	Adam
Banks	Charles
Banks	Christophorus
Banks	John
Banks	John
Banks	John
Banks	John
Banks	John
Banks	Joseph Staines
Banks	Moses
Banks	Radolph
Banks	Roger
Banks	Samuel Horatio
Banks	Seth
Banks	Seth
Banks	Thomas
Banks	Thomas
Banks	Valentine
Banks	William
Banks	William
Banks	William
Banks	William
Banks	Wilson
Banler	Richard
Bann	Nathaniel
Bannaster	William
Banne	Robertus
Banne	Roger
Banne	Roger
Banner	Benjamin Holford
Banner	not given
Banner	Richardus
Banner	William
Bannerman	William
Bannester	Robertus
Banning	Stephan
Banning	Thomas
Banninge	Zachary
Bannister	James
Bannister	John
Bannyer	Thomas
Banon	Hugh
Banson	John
Banston	Johes
Banthine	Thomas
Banyster	Francis
Banyster	Thomas
Bar	Johannes
Baradoll	
Baramor	Thomas
Barasley	George
Barbar	Jacobus
Barbar	Richard
Barbara	Charles
Barbat	Mark
Barbener	Robert
Barber	Charles
Barber	Charles
Barber	John
Barber	John
Barber	John Hurt
Barber	Joseph Butler
Barber	Matthew
Barber	Peter
Barber	Richard
Barber	Robert
Barber	Roberto
Barber	Robertus
Barber	Roger
Barber	Roger
Barber	Thomas
Barber	Thomas
Barber	Thomas
Barber	Thomas
Barber	Wilhelmus
Barber	Wilhelmus
Barber	William
Barber	William
Barbery	Cyrrianus
Barbet	Edward
Barbor	Edmund
Barbor	Henry
Barbor	Johannes
Barbor	Thomas
Barckley	Edward
Barclay	Alexander
Barclay	Jacobus
Barclay	James
Barclay	James
Barclay	James
Barclay	James
Barclay	Robert
Barcombe	Johannes
Barcowe	Edwardus
Barcroft	Robert
Barcroft	William
Barcroft	William
Barcus	unknown
Bardget	Joseph
Bardgett	Joseph
Bardgett	Joseph
Bardgett	Joseph
Bardgett	Joseph
Bardsley	Benjamin
Bardsley	Samuel
Bare	Willmus
Barefalle	unknown
Barefoot	Jacob
Barefoote	Henry
Barefoote	Johannes
Baresby	William
Bareye	Christopher
Barfeild	Ludovicus
Barfoot	George
Barfoot	Henry
Barfoote	Robert
